genre;Author F L;Co-authors;Series;Series number;Title;Year
thriller&crimi;Gregg Andrew Hurwitz;;Evan Smoak/Orphan X;2.0;The Nowhere Man ;2017
thriller&crimi;Gregg Andrew Hurwitz;;Evan Smoak/Orphan X;3.0;Hellbent ;2018
thriller&crimi;Gregg Andrew Hurwitz;;Evan Smoak/Orphan X;3.5;The Intern (Short Story) ;2018
thriller&crimi;Gregg Andrew Hurwitz;;Evan Smoak/Orphan X;4.0;Out of the Dark ;2019
thriller&crimi;Gregg Andrew Hurwitz;;Evan Smoak/Orphan X;5.0;Into the Fire ;2020
thriller&crimi;Gregg Andrew Hurwitz;;Evan Smoak/Orphan X;5.5;The List (Short Story) ;2020
thriller&crimi;Gregg Andrew Hurwitz;;Evan Smoak/Orphan X;6.0;Prodigal Son ;2021
thriller&crimi;Gregg Andrew Hurwitz;;Evan Smoak/Orphan X;7.0;Dark Horse ;2022
thriller&crimi;Gregg Andrew Hurwitz;;Evan Smoak/Orphan X;8.0;The Last Orphan ;2023
thriller&crimi;Gregg Andrew Hurwitz;;Evan Smoak/Orphan X;8.5;The Recital (Short Story) ;2023
thriller&crimi;Gregg Andrew Hurwitz;;Evan Smoak/Orphan X;9.0;Lone Wolf ;2024
thriller&crimi;Gregg Andrew Hurwitz;;Evan Smoak/Orphan X;10.0;Nemesis ;2025
thriller&crimi;Gregg Andrew Hurwitz;;Tim Rackley;1.0;The Kill Clause ;2003
thriller&crimi;Gregg Andrew Hurwitz;;Tim Rackley;2.0;The Program ;2004
thriller&crimi;Gregg Andrew Hurwitz;;Tim Rackley;3.0;Troubleshooter ;2005
thriller&crimi;Gregg Andrew Hurwitz;;Tim Rackley;4.0;Last Shot ;2006
thriller&crimi;Gregg Andrew Hurwitz;;Tim Rackley;5.0;Dirty Weather ;2015
thriller&crimi;Gregg Andrew Hurwitz;;;;The Tower ;1999
thriller&crimi;Gregg Andrew Hurwitz;;;;Minutes to Burn ;2001
thriller&crimi;Gregg Andrew Hurwitz;;;;Do No Harm ;2002
thriller&crimi;Gregg Andrew Hurwitz;;;;The Crime Writer / I See You ;2007
thriller&crimi;Gregg Andrew Hurwitz;;;;Trust No One / We Know ;2008
thriller&crimi;Gregg Andrew Hurwitz;;;;They're Watching / Or She Dies ;2009
thriller&crimi;Gregg Andrew Hurwitz;;;;You're Next ;2011
thriller&crimi;Gregg Andrew Hurwitz;;;;The Survivor ;2012
thriller&crimi;Gregg Andrew Hurwitz;;;;Tell No Lies ;2013
thriller&crimi;Gregg Andrew Hurwitz;;;;Don't Look Back ;2014
thriller&crimi;James W. Hall;;Thorn;1.0;Under Cover of Daylight ;1987
thriller&crimi;James W. Hall;;Thorn;2.0;Tropical Freeze ;1989
thriller&crimi;James W. Hall;;Thorn;3.0;Mean High Tide ;1994
thriller&crimi;James W. Hall;;Thorn;4.0;Gone Wild ;1995
thriller&crimi;James W. Hall;;Thorn;5.0;Buzz Cut ;1996
thriller&crimi;James W. Hall;;Thorn;6.0;Red Sky at Night ;1997
thriller&crimi;James W. Hall;;Thorn;7.0;Blackwater Sound ;2002
thriller&crimi;James W. Hall;;Thorn;8.0;Off the Chart ;2003
thriller&crimi;James W. Hall;;Thorn;9.0;Magic City ;2007
thriller&crimi;James W. Hall;;Thorn;10.0;Hell's Bay ;2008
thriller&crimi;James W. Hall;;Thorn;11.0;Silencer ;2009
thriller&crimi;James W. Hall;;Thorn;12.0;Dead Last ;2011
thriller&crimi;James W. Hall;;Thorn;13.0;Going Dark ;2013
thriller&crimi;James W. Hall;;Thorn;14.0;The Big Finish ;2014
thriller&crimi;James W. Hall;;Thorn;15.0;Bad Axe ;2020
thriller&crimi;James W. Hall;;Thorn;16.0;Trickster ;2022
thriller&crimi;James W. Hall;;Thorn;17.0;Stare Down ;2024
thriller&crimi;James W. Hall;;Harper McDaniel;1.0;When They Come for You ;2017
thriller&crimi;James W. Hall;;Harper McDaniel;2.0;When You Can't Stop ;2018
thriller&crimi;James W. Hall;;;;Bones of Coral ;1991
thriller&crimi;James W. Hall;;;;Hard Aground ;1992
thriller&crimi;James W. Hall;;;;Body Language ;1998
thriller&crimi;James W. Hall;;;;Rough Draft ;2000
thriller&crimi;James W. Hall;;;;Forests of the Night ;2004
thriller&crimi;John Hart;;Johnny Merrimon;;The Last Child ;2009
thriller&crimi;John Hart;;Johnny Merrimon;;The Hush ;2018
thriller&crimi;John Hart;;;;The King of Lies ;2006
thriller&crimi;John Hart;;;;Down River ;2007
thriller&crimi;John Hart;;;;Iron House ;2012
thriller&crimi;John Hart;;;;Redemption Road ;2016
thriller&crimi;John Hart;;;;The Unwilling ;2021
thriller&crimi; John Twelve Hawks;;Fourth Realm;1.0;The Traveler ;2005
thriller&crimi; John Twelve Hawks;;Fourth Realm;2.0;The Dark River ;2007
thriller&crimi; John Twelve Hawks;;Fourth Realm;3.0;The Golden City ;2009
thriller&crimi; John Twelve Hawks;;;;Spark 2014;
thriller&crimi;James Byron Huggins;;;;A Wolf Story ;1993
thriller&crimi;James Byron Huggins;;;;The Reckoning ;1994
thriller&crimi;James Byron Huggins;;;;Leviathan ;1995
thriller&crimi;James Byron Huggins;;;;Cain ;1997
thriller&crimi;James Byron Huggins;;;;Hunter ;1999
thriller&crimi;James Byron Huggins;;;;Rora ;2001
thriller&crimi;James Byron Huggins;;;;Nightbringer ;2004
thriller&crimi;James Byron Huggins;;;;The Scam ;2006
thriller&crimi;James Byron Huggins;;;;Sorcerer ;2006
thriller&crimi;James Byron Huggins;;;;Dark Visions ;2018
thriller&crimi;James Byron Huggins;;;;Crux ;2019
thriller&crimi;Matthew Hall;;Jenny Cooper;0.5;The Innocent ;2012
thriller&crimi;Matthew Hall;;Jenny Cooper;1.0;The Coroner ;2009
thriller&crimi;Matthew Hall;;Jenny Cooper;2.0;The Disappeared ;2009
thriller&crimi;Matthew Hall;;Jenny Cooper;3.0;The Redeemed ;2011
thriller&crimi;Matthew Hall;;Jenny Cooper;4.0;The Flight ;2012
thriller&crimi;Matthew Hall;;Jenny Cooper;5.0;The Chosen Dead ;2013
thriller&crimi;Matthew Hall;;Jenny Cooper;6.0;The Burning ;2014
thriller&crimi;Matthew Hall;;Jenny Cooper;7.0;A Life to Kill / The Last Post ;2016
thriller&crimi;Matthew Hall;;;;The Black Art of Killing (2020);
thriller&crimi;Richard Hains;;;;Chameleon;
fiction_sf&fantasy;Robin Hobb;;Farseer;1.0;Assassin's Apprentice ;1995
fiction_sf&fantasy;Robin Hobb;;Farseer;2.0;Royal Assassin ;1996
fiction_sf&fantasy;Robin Hobb;;Farseer;3.0;Assassin's Quest ;1997
fiction_sf&fantasy;Robin Hobb;;Farseer;4.0;Words Like Coins ;2012
fiction_sf&fantasy;Robin Hobb;;Farseer;5.0;The Willful Princess and the Piebald Prince ;2013
fiction_sf&fantasy;Robin Hobb;;Fitz and The Fool ;1.0;Fool's Assassin ;2014
fiction_sf&fantasy;Robin Hobb;;Fitz and The Fool ;2.0;Fool's Quest ;2015
fiction_sf&fantasy;Robin Hobb;;Fitz and The Fool ;3.0;Assassin's Fate ;2017
fiction_sf&fantasy;Robin Hobb;;Liveship Traders;1.0;Ship of Magic ;1998
fiction_sf&fantasy;Robin Hobb;;Liveship Traders;2.0;The Mad Ship ;1999
fiction_sf&fantasy;Robin Hobb;;Liveship Traders;3.0;Ship of Destiny ;2000
fiction_sf&fantasy;Robin Hobb;;Rain Wild Chronicles;1.0;Dragon Keeper ;2009
fiction_sf&fantasy;Robin Hobb;;Rain Wild Chronicles;2.0;Dragon Haven ;2010
fiction_sf&fantasy;Robin Hobb;;Rain Wild Chronicles;3.0;The Inheritance ;2011
fiction_sf&fantasy;Robin Hobb;;Rain Wild Chronicles;4.0;City of Dragons ;2011
fiction_sf&fantasy;Robin Hobb;;Rain Wild Chronicles;5.0;Blood of Dragons ;2013
fiction_sf&fantasy;Robin Hobb;;Soldier Son Trilogy;1.0;Shaman's Crossing ;2005
fiction_sf&fantasy;Robin Hobb;;Soldier Son Trilogy;2.0;Forest Mage ;2006
fiction_sf&fantasy;Robin Hobb;;Soldier Son Trilogy;3.0;Renegade's Magic ;2007
fiction_sf&fantasy;Robin Hobb;;Tawny Man;1.0;Fool's Errand ;2001
fiction_sf&fantasy;Robin Hobb;;Tawny Man;2.0;Golden Fool ;2002
fiction_sf&fantasy;Robin Hobb;;Tawny Man;3.0;Fool's Fate ;2003
thriller&crimi;Rupert Holmes;;;;Murder Your Employer: The McMasters Guide to Homicide;
thriller&crimi;Rupert Holmes;;;;Where the Truth Lies;
thriller&crimi;Tom Harper;;Demetrios Askiates;1.0;The Mosaic of Shadows ;2003
thriller&crimi;Tom Harper;;Demetrios Askiates;2.0;Knights of the Cross ;2006
thriller&crimi;Tom Harper;;Demetrios Askiates;3.0;Siege Of Heaven ;2006
thriller&crimi;Tom Harper;;Zodiac Station;1.0;Polar Vortex ;2014
thriller&crimi;Tom Harper;;Zodiac Station;2.0;Zodiac Station ;2014
thriller&crimi;Tom Harper;;Zodiac Station;;The Lost Temple ;2007
thriller&crimi;Tom Harper;;Zodiac Station;;The Book of Secrets ;2009
thriller&crimi;Tom Harper;;Zodiac Station;;The Lazarus Vault ;2010
thriller&crimi;Tom Harper;;Zodiac Station;;Secrets of the Dead ;2011
thriller&crimi;Tom Harper;;Zodiac Station;;The Orpheus Descent ;2013
thriller&crimi;Tom Harper;;Zodiac Station;;Black River ;2015
thriller&crimi;Terry Hayes;;Pilgrim;1.0;I Am Pilgrim ;2013
thriller&crimi;Terry Hayes;;Pilgrim;2.0;The Year of the Locust ;2024
thriller&crimi;Tami Hoag;;Broussard and Fourcade;1.0;A Thin Dark Line ;1997
thriller&crimi;Tami Hoag;;Broussard and Fourcade;2.0;The Boy ;2017
thriller&crimi;Tami Hoag;;Broussard and Fourcade;3.0;Bad Liar ;2024
thriller&crimi;Tami Hoag;;Rainbow Chasers;1.0;Heart of Gold ;1990
thriller&crimi;Tami Hoag;;Rainbow Chasers;2.0;Keeping Company ;1990
thriller&crimi;Tami Hoag;;Rainbow Chasers;3.0;Reilly's Return ;1990
thriller&crimi;Tami Hoag;;Rainbow Chasers;4.0;Magic ;1990
thriller&crimi;Tami Hoag;;Kovac and Liska;1.0;Ashes to Ashes ;1999
thriller&crimi;Tami Hoag;;Kovac and Liska;2.0;Dust to Dust ;2000
thriller&crimi;Tami Hoag;;Kovac and Liska;3.0;Prior Bad Acts / Dead Sky ;2006
thriller&crimi;Tami Hoag;;Kovac and Liska;4.0;The 1st Victim ;2013
thriller&crimi;Tami Hoag;;Kovac and Liska;5.0;The 9th Girl ;2013
thriller&crimi;Tami Hoag;;Kovac and Liska;6.0;The Bitter Season ;2016
thriller&crimi;Tami Hoag;;Elena Estes;1.0;Dark Horse ;2002
thriller&crimi;Tami Hoag;;Elena Estes;2.0;The Alibi Man ;2006
thriller&crimi;Tami Hoag;;Deer Lake;1.0;Night Sins ;1995
thriller&crimi;Tami Hoag;;Deer Lake;2.0;Guilty as Sin ;1996
thriller&crimi;Tami Hoag;;Oak Knoll;1.0;Deeper Than the Dead ;2008
thriller&crimi;Tami Hoag;;Oak Knoll;2.0;Secrets to the Grave ;2010
thriller&crimi;Tami Hoag;;Oak Knoll;3.0;Down the Darkest Road ;2011
thriller&crimi;Tami Hoag;;Doucet Books;1.0;The Restless Heart ;1991
thriller&crimi;Tami Hoag;;Doucet Books;2.0;Lucky's Lady ;1992
thriller&crimi;Tami Hoag;;Doucet Books;3.0;Cry Wolf ;1993
thriller&crimi;Tami Hoag;;Quaid Horses;1.0;Rumor Has It ;1988
thriller&crimi;Tami Hoag;;Quaid Horses;2.0;Man of Her Dreams ;1989
thriller&crimi;Tami Hoag;;Quaid Horses;3.0;Tempestuous ;1990
thriller&crimi;Tami Hoag;;;;The Trouble with J.J. ;1988
thriller&crimi;Tami Hoag;;;;McKnight in Shining Armor ;1988
thriller&crimi;Tami Hoag;;;;Straight from the Heart ;1989
thriller&crimi;Tami Hoag;;;;Mismatch ;1989
thriller&crimi;Tami Hoag;;;;Sarah's Sin ;1991
thriller&crimi;Tami Hoag;;;;Heart of Dixie ;1991
thriller&crimi;Tami Hoag;;;;Still Waters ;1992
thriller&crimi;Tami Hoag;;;;Taken by Storm ;1992
thriller&crimi;Tami Hoag;;;;The Last White Knight ;1992
thriller&crimi;Tami Hoag;;;;Dark Paradise ;1994
thriller&crimi;Tami Hoag;;;;Kill the Messenger ;2004
thriller&crimi;Tami Hoag;;;;Cold Cold Heart ;2014
thriller&crimi;Anthony Gagliano;;;;Straits of Fortune;
thriller&crimi;Anthony Gagliano;;;;The Emperor's Club;
thriller&crimi;Andrew Grant;;Trevellyan Books;1.0;Even ;2009
thriller&crimi;Andrew Grant;;Trevellyan Books;2.0;Die Twice ;2010
thriller&crimi;Andrew Grant;;Trevellyan Books;3.0;More Harm Than Good ;2012
thriller&crimi;Andrew Grant;;Detective Cooper Devereaux ;1.0;False Positive ;2015
thriller&crimi;Andrew Grant;;Detective Cooper Devereaux ;2.0;False Friend ;2017
thriller&crimi;Andrew Grant;;Detective Cooper Devereaux ;3.0;False Witness ;2018
thriller&crimi;Andrew Grant;;Paul McGrath Books;1.0;Invisible ;2019
thriller&crimi;Andrew Grant;;Paul McGrath Books;2.0;Too Close to Home ;2020
thriller&crimi;Andrew Grant;;;;Run ;2014
thriller&crimi;Andrew Gross;;Ty Hauck;1.0;The Dark Tide ;2008
thriller&crimi;Andrew Gross;;Ty Hauck;2.0;Don't Look Twice ;2009
thriller&crimi;Andrew Gross;;Ty Hauck;3.0;Reckless ;2010
thriller&crimi;Andrew Gross;;Ty Hauck;4.0;One Mile Under ;2015
thriller&crimi;Andrew Gross;James Patterson;;;The Jester  ;2003
thriller&crimi;Andrew Gross;James Patterson;;;Lifeguard  ;2005
thriller&crimi;Andrew Gross;James Patterson;;;Judge & Jury  ;2006
thriller&crimi;Andrew Gross;;;;The Blue Zone ;2007
thriller&crimi;Andrew Gross;;;;Eyes Wide Open ;2011
thriller&crimi;Andrew Gross;;;;15 Seconds ;2012
thriller&crimi;Andrew Gross;;;;No Way Back ;2013
thriller&crimi;Andrew Gross;;;;Everything to Lose ;2014
thriller&crimi;Andrew Gross;;;;The One Man ;2016
thriller&crimi;Andrew Gross;;;;The Saboteur ;2017
thriller&crimi;Andrew Gross;;;;Button Man / The Last Brother ;2018
thriller&crimi;Andrew Gross;;;;The Fifth Column ;2019
thriller&crimi;Graham Edward Brown;;Hawker & Laidlaw;1.0;Black Rain;
thriller&crimi;Graham Edward Brown;;Hawker & Laidlaw;2.0;Black Sun;
thriller&crimi;Graham Edward Brown;;Hawker & Laidlaw;3.0;The Eden Prophecy;
thriller&crimi;David Gibbins;;Jack Howard;1.0;Atlantis ;2005
thriller&crimi;David Gibbins;;Jack Howard;2.0;Crusader Gold ;2006
thriller&crimi;David Gibbins;;Jack Howard;3.0;The Lost Tomb / The Last Gospel ;2008
thriller&crimi;David Gibbins;;Jack Howard;4.0;The Tiger Warrior ;2009
thriller&crimi;David Gibbins;;Jack Howard;5.0;The Mask Of Troy ;2010
thriller&crimi;David Gibbins;;Jack Howard;6.0;Atlantis God / The Gods of Atlantis ;2011
thriller&crimi;David Gibbins;;Jack Howard;7.0;Pharaoh ;2013
thriller&crimi;David Gibbins;;Jack Howard;8.0;Pyramid ;2014
thriller&crimi;David Gibbins;;Jack Howard;9.0;Testament ;2016
thriller&crimi;David Gibbins;;Jack Howard;10.0;Inquisition ;2017
thriller&crimi;Joseph R. Garber;;;;Rascal Money ;1989
thriller&crimi;Joseph R. Garber;;;;Vertical Run ;1995
thriller&crimi;Joseph R. Garber;;;;In a Perfect State ;1999
thriller&crimi;Joseph R. Garber;;;;Whirlwind ;2004
thriller&crimi;Jack Gatland;;DI Declan Walsh;0.5;Liquidate the Profits ;2020
thriller&crimi;Jack Gatland;;DI Declan Walsh;1.0;Letter From The Dead ;2020
thriller&crimi;Jack Gatland;;DI Declan Walsh;2.0;Murder Of Angels ;2021
thriller&crimi;Jack Gatland;;DI Declan Walsh;3.0;Hunter Hunted ;2021
thriller&crimi;Jack Gatland;;DI Declan Walsh;4.0;Whisper For The Reaper ;2021
thriller&crimi;Jack Gatland;;DI Declan Walsh;5.0;To Hunt A Magpie ;2021
thriller&crimi;Jack Gatland;;DI Declan Walsh;6.0;A Ritual For the Dying ;2021
thriller&crimi;Jack Gatland;;DI Declan Walsh;7.0;Killing The Music ;2021
thriller&crimi;Jack Gatland;;DI Declan Walsh;8.0;A Dinner To Die For ;2021
thriller&crimi;Jack Gatland;;DI Declan Walsh;9.0;Behind The Wire ;2022
thriller&crimi;Jack Gatland;;DI Declan Walsh;10.0;Heavy Is The Crown ;2022
thriller&crimi;Jack Gatland;;DI Declan Walsh;11.0;Stalking The Ripper ;2022
thriller&crimi;Jack Gatland;;DI Declan Walsh;12.0;A Quiver Of Sorrows ;2022
thriller&crimi;Jack Gatland;;DI Declan Walsh;13.0;Murder By Mistletoe ;2022
thriller&crimi;Jack Gatland;;DI Declan Walsh;14.0;Beneath The Bodies ;2023
thriller&crimi;Jack Gatland;;DI Declan Walsh;15.0;Kill Your Darlings ;2023
thriller&crimi;Jack Gatland;;DI Declan Walsh;16.0;Kissing a Killer ;2023
thriller&crimi;Jack Gatland;;DI Declan Walsh;17.0;Pretend To Be Dead ;2023
thriller&crimi;Jack Gatland;;DI Declan Walsh;18.0;Harvest For The Reaper ;2024
thriller&crimi;Jack Gatland;;DI Declan Walsh;19.0;Crooked Was His Cane ;2024
thriller&crimi;Jack Gatland;;DI Declan Walsh;20.0;A Pocket Full of Posies ;2024
thriller&crimi;Jack Gatland;;Ellie Reckless;1.0;Paint The Dead ;2022
thriller&crimi;Jack Gatland;;Ellie Reckless;2.0;Steal The Gold ;2022
thriller&crimi;Jack Gatland;;Ellie Reckless;3.0;Hunt The Prey ;2023
thriller&crimi;Jack Gatland;;Ellie Reckless;4.0;Find The Lady ;2023
thriller&crimi;Jack Gatland;;Ellie Reckless;5.0;Burn The Debt ;2024
thriller&crimi;Jack Gatland;;Tom Marlowe;1.0;Sleeping Soldiers ;2022
thriller&crimi;Jack Gatland;;Tom Marlowe;2.0;Target Locked ;2023
thriller&crimi;Jack Gatland;;Tom Marlowe;3.0;Covert Action ;2023
thriller&crimi;Jack Gatland;;Tom Marlowe;4.0;Counter Attack ;2023
thriller&crimi;Jack Gatland;;Tom Marlowe;5.0;Stealth Strike ;2024
thriller&crimi;Jack Gatland;;Tom Marlowe;6.0;Broad Sword ;2024
thriller&crimi;Jack Gatland;;Tom Marlowe;7.0;Rogue Signal ;2024
thriller&crimi;Jason Goodwin ;;Yashim The Ottoman Detective;1.0;The Janissary Tree ;2006
thriller&crimi;Jason Goodwin ;;Yashim The Ottoman Detective;2.0;The Snake Stone ;2007
thriller&crimi;Jason Goodwin ;;Yashim The Ottoman Detective;3.0;The Bellini Card ;2010
thriller&crimi;Jason Goodwin ;;Yashim The Ottoman Detective;4.0;An Evil Eye ;2011
thriller&crimi;Jason Goodwin ;;Yashim The Ottoman Detective;5.0;The Baklava Club ;2014
thriller&crimi;Jason Goodwin ;;Yashim The Ottoman Detective;6.0;Yashim Cooks Istanbul ;2016
thriller&crimi;James Grady;;Condor ;1.0;Six Days of the Condor ;1974
thriller&crimi;James Grady;;Condor ;2.0;Three Days of the Condor ;1974
thriller&crimi;James Grady;;Condor ;3.0;Shadow of the Condor ;1975
thriller&crimi;James Grady;;Condor ;4.0;condor.net ;2011
thriller&crimi;James Grady;;Condor ;5.0;Last Days of the Condor ;2014
thriller&crimi;James Grady;;Condor ;6.0;Condor in the Stacks ;2015
thriller&crimi;James Grady;;Condor ;7.0;Next Day of the Condor ;2015
thriller&crimi;James Grady;;John Rankin;1.0;Runner in the Street ;1984
thriller&crimi;James Grady;;John Rankin;2.0;Hard Bargains ;1985
thriller&crimi;James Grady;;Devlin Rourke;1.0;Razor Game ;1985
thriller&crimi;James Grady;;Devlin Rourke;2.0;Just a Shot Away ;1987
thriller&crimi;James Grady;;;;Condor in the Stacks ;2015
thriller&crimi;James Grady;;;;Next Day of the Condor ;2015
thriller&crimi;James Grady;;;;The Great Pebble Affair ;1976
thriller&crimi;James Grady;;;;Catch the Wind ;1980
thriller&crimi;James Grady;;;;Steeltown ;1988
thriller&crimi;James Grady;;;;White Flame ;1990
thriller&crimi;James Grady;;;;River of Darkness / The Nature of the Game ;1991
thriller&crimi;James Grady;;;;Thunder ;1994
thriller&crimi;James Grady;;;;City of Shadows(As: James Dalton) ;2000
thriller&crimi;James Grady;;;;Mad Dogs ;2006
thriller&crimi;James Grady;;;;This Train ;2022
thriller&crimi;James Grady;;;;The Smoke in Our Eyes ;2024
thriller&crimi;Mark Greaney ;;Court Gentry / Gray Man;1.0;The Gray Man ;2009
thriller&crimi;Mark Greaney ;;Court Gentry / Gray Man;2.0;On Target ;2010
thriller&crimi;Mark Greaney ;;Court Gentry / Gray Man;3.0;Ballistic ;2011
thriller&crimi;Mark Greaney ;;Court Gentry / Gray Man;4.0;Dead Eye ;2013
thriller&crimi;Mark Greaney ;;Court Gentry / Gray Man;5.0;Back Blast ;2016
thriller&crimi;Mark Greaney ;;Court Gentry / Gray Man;6.0;Gunmetal Gray ;2017
thriller&crimi;Mark Greaney ;;Court Gentry / Gray Man;7.0;Agent in Place ;2018
thriller&crimi;Mark Greaney ;;Court Gentry / Gray Man;8.0;Mission Critical ;2019
thriller&crimi;Mark Greaney ;;Court Gentry / Gray Man;9.0;One Minute Out ;2020
thriller&crimi;Mark Greaney ;;Court Gentry / Gray Man;10.0;Relentless ;2021
thriller&crimi;Mark Greaney ;;Court Gentry / Gray Man;11.0;Sierra Six ;2022
thriller&crimi;Mark Greaney ;;Court Gentry / Gray Man;12.0;Burner ;2023
thriller&crimi;Mark Greaney ;;Court Gentry / Gray Man;13.0;The Chaos Agent ;2024
thriller&crimi;Mark Greaney ;;Court Gentry / Gray Man;14.0;Midnight Black ;2025
thriller&crimi;Mark Greaney ;;Joshua Duffy;1.0;Armored ;2022
thriller&crimi;Mark Greaney ;;Joshua Duffy;2.0;Sentinel ;2024
thriller&crimi;Mark Greaney ;;;;Red Metal ;2019
thriller&crimi;Robert Galbraith;;Cormoran Strike;1.0;The Cuckoo's Calling ;2013
thriller&crimi;Robert Galbraith;;Cormoran Strike;2.0;The Silkworm ;2014
thriller&crimi;Robert Galbraith;;Cormoran Strike;3.0;Career of Evil ;2015
thriller&crimi;Robert Galbraith;;Cormoran Strike;4.0;Lethal White ;2018
thriller&crimi;Robert Galbraith;;Cormoran Strike;5.0;Troubled Blood ;2020
thriller&crimi;Robert Galbraith;;Cormoran Strike;6.0;The Ink Black Heart ;2022
thriller&crimi;Robert Galbraith;;Cormoran Strike;7.0;The Running Grave ;2023
thriller&crimi;Robert Galbraith;;Cormoran Strike;8.0;The Hallmarked Man;
thriller&crimi;Tess Gerritsen;;Rizzoli & Isles;01;The Surgeon;
thriller&crimi;Tess Gerritsen;;Rizzoli & Isles;02;The Apprentice;
thriller&crimi;Tess Gerritsen;;Rizzoli & Isles;03;The Sinner;
thriller&crimi;Tess Gerritsen;;Rizzoli & Isles;04;Body Double;
thriller&crimi;Tess Gerritsen;;Rizzoli & Isles;05;Vanish;
thriller&crimi;Tess Gerritsen;;Rizzoli & Isles;06;The Mephisto Club;
thriller&crimi;Tess Gerritsen;;Rizzoli & Isles;07;The Keepsake / Keeping The Dead;
thriller&crimi;Tess Gerritsen;;Rizzoli & Isles;08;Ice Cold / The Killing Place;
thriller&crimi;Tess Gerritsen;;Rizzoli & Isles;08.5;Freaks;
thriller&crimi;Tess Gerritsen;;Rizzoli & Isles;09;The Silent Girl;
thriller&crimi;Tess Gerritsen;;Rizzoli & Isles;09.5;John Doe;
thriller&crimi;Tess Gerritsen;;Rizzoli & Isles;10;Last to Die;
thriller&crimi;Tess Gerritsen;;Rizzoli & Isles;11;Die Again;
thriller&crimi;Tess Gerritsen;;Rizzoli & Isles;12;I Know a Secret;
thriller&crimi;Tess Gerritsen;;Rizzoli & Isles;13;Listen to Me;
thriller&crimi;Tess Gerritsen;;The Martini Club;01;The Spy Coast;
thriller&crimi;Tess Gerritsen;;The Martini Club;02;The Summer Guests;
thriller&crimi;Tess Gerritsen;;Tavistock Family;01;In Their Footsteps;
thriller&crimi;Tess Gerritsen;;Tavistock Family;02;Stolen;
thriller&crimi;Tess Gerritsen;;;;Adventure�s Mistress (1985);
thriller&crimi;Tess Gerritsen;;;;Call After Midnight (1987);
thriller&crimi;Tess Gerritsen;;;;Under the Knife (1990);
thriller&crimi;Tess Gerritsen;;;;Never Say Die (1992);
thriller&crimi;Tess Gerritsen;;;;The Whistleblower (1992);
thriller&crimi;Tess Gerritsen;;;;Peggy Sue Got Murdered / Girl Missing (1994);
thriller&crimi;Tess Gerritsen;;;;Harvest (1996);
thriller&crimi;Tess Gerritsen;;;;Keeper of the Bride (1996);
thriller&crimi;Tess Gerritsen;;;;Life Support (1997);
thriller&crimi;Tess Gerritsen;;;;Presumed Guilty (1997);
thriller&crimi;Tess Gerritsen;;;;Bloodstream (1998);
thriller&crimi;Tess Gerritsen;;;;Gravity (1999);
thriller&crimi;Tess Gerritsen;;;;The Bone Garden (2007);
thriller&crimi;Tess Gerritsen;;;;Playing with Fire (2015);
thriller&crimi;Tess Gerritsen;;;;The Shape of Night (2019);
thriller&crimi;Tess Gerritsen;;;;On the Edge (2021);
thriller&crimi;Tess Gerritsen;;;;Choose Me (2021);
thriller&crimi;Tess Gerritsen;;;;No Reason to Trust (2021);
thriller&crimi;Tom Grace ;;Nolan Kilkenny;;Spyder Web ;1998
thriller&crimi;Tom Grace ;;Nolan Kilkenny;;Quantum Web aka Quantum ;2000
thriller&crimi;Tom Grace ;;Nolan Kilkenny;;Twisted Web aka Twisted Pair / Polar Quest / Dark Ice ;2002
thriller&crimi;Tom Grace ;;Nolan Kilkenny;;Bird Of Prey aka Fatal Orbit ;2004
thriller&crimi;Tom Grace ;;Nolan Kilkenny;;The Secret Cardinal ;2007
thriller&crimi;Tom Grace ;;Nolan Kilkenny;;Undeniable ;2017
thriller&crimi;Tom Grace ;;;;The Liberty Intrigue ;2012
thriller&crimi;David Ignatius ;;;;Agents of Innocence ;1987
thriller&crimi;David Ignatius ;;;;Siro ;1991
thriller&crimi;David Ignatius ;;;;The Bank of Fear ;1994
thriller&crimi;David Ignatius ;;;;A Firing Offense ;1997
thriller&crimi;David Ignatius ;;;;The Sun King ;1999
thriller&crimi;David Ignatius ;;;;Body of Lies / House of Lies ;2007
thriller&crimi;David Ignatius ;;;;The Increment ;2009
thriller&crimi;David Ignatius ;;;;Bloodmoney ;2011
thriller&crimi;David Ignatius ;;;;The Director ;2014
thriller&crimi;David Ignatius ;;;;The Quantum Spy ;2017
thriller&crimi;David Ignatius ;;;;The Paladin ;2020
thriller&crimi;David Ignatius ;;;;Phantom Orbit ;2024
thriller&crimi;Alan Jacobson;;Karen Vail ;1.0;The 7th Victim ;2008
thriller&crimi;Alan Jacobson;;Karen Vail ;2.0;Crush ;2009
thriller&crimi;Alan Jacobson;;Karen Vail ;3.0;Velocity ;2010
thriller&crimi;Alan Jacobson;;Karen Vail ;4.0;Inmate 1577 ;2011
thriller&crimi;Alan Jacobson;;Karen Vail ;5.0;Fatal Twist ;2011
thriller&crimi;Alan Jacobson;;Karen Vail ;6.0;No Way Out ;2013
thriller&crimi;Alan Jacobson;;Karen Vail ;7.0;Spectrum ;2014
thriller&crimi;Alan Jacobson;;Karen Vail ;8.0;The Darkness of Evil ;2017
thriller&crimi;Alan Jacobson;;Karen Vail ;9.0;Red Death ;2020
thriller&crimi;Alan Jacobson;;Mickey Keller;1.0;The Lost Girl;
